x,age,workclass,education,educational-num,marital-status,race,gender,hours-per-week,income
14589,39,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14590,45,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
14591,45,State-gov,Masters,14,Married-civ-spouse,White,Male,35,>50K
14592,80,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14593,55,Local-gov,Masters,14,Married-civ-spouse,White,Male,50,>50K
14594,23,Private,Some-college,10,Never-married,White,Female,40,<=50K
14595,45,State-gov,Some-college,10,Never-married,White,Female,40,<=50K
14596,39,Private,Bachelors,13,Divorced,White,Female,40,>50K
14597,45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14598,34,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14599,42,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
14600,21,Private,Some-college,10,Never-married,Other,Female,30,<=50K
14601,35,Private,Some-college,10,Divorced,White,Female,40,<=50K
14602,24,Local-gov,Bachelors,13,Never-married,White,Male,20,<=50K
14603,39,Private,HS-grad,9,Divorced,White,Female,40,<=50K
14604,17,Private,12th,8,Never-married,White,Female,20,<=50K
14605,52,?,Some-college,10,Married-civ-spouse,White,Male,80,<=50K
14606,49,?,HS-grad,9,Married-civ-spouse,White,Female,15,<=50K
14607,31,Federal-gov,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
14608,48,Federal-gov,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
14609,30,Private,Some-college,10,Never-married,White,Male,40,<=50K
14610,38,Private,Some-college,10,Married-civ-spouse,White,Male,30,>50K
14611,32,Private,Bachelors,13,Never-married,White,Male,45,<=50K
14612,24,Private,HS-grad,9,Never-married,White,Male,50,<=50K
14613,47,Private,12th,8,Divorced,White,Female,40,<=50K
14614,56,Private,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K
14615,59,Private,11th,7,Married-civ-spouse,White,Male,40,>50K
14616,39,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,35,<=50K
14617,22,Private,Some-college,10,Never-married,White,Female,30,<=50K
14618,17,Local-gov,10th,6,Never-married,White,Female,10,<=50K
14619,66,Self-emp-not-inc,10th,6,Married-civ-spouse,White,Male,30,<=50K
14620,39,Private,Some-college,10,Divorced,White,Female,40,<=50K
14621,18,Private,Some-college,10,Never-married,White,Female,40,<=50K
14622,55,Private,5th-6th,3,Married-civ-spouse,White,Male,40,<=50K
14623,26,Federal-gov,Bachelors,13,Never-married,White,Male,55,<=50K
14624,64,Private,HS-grad,9,Widowed,White,Female,17,<=50K
14625,48,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,White,Male,60,>50K
14626,51,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
14627,61,Private,Bachelors,13,Married-civ-spouse,White,Female,30,>50K
14628,22,Private,Some-college,10,Never-married,White,Male,15,<=50K
14629,19,?,Some-college,10,Never-married,White,Male,40,<=50K
14630,44,Private,Assoc-voc,11,Divorced,White,Male,20,<=50K
14631,47,Private,Some-college,10,Married-civ-spouse,White,Female,40,<=50K
14632,29,Private,Assoc-acdm,12,Never-married,White,Male,40,<=50K
14633,39,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14634,37,State-gov,HS-grad,9,Never-married,White,Female,40,<=50K
14635,21,Private,Some-college,10,Never-married,White,Female,20,<=50K
14636,34,Private,HS-grad,9,Separated,White,Female,32,<=50K
14637,56,Private,Some-college,10,Married-civ-spouse,White,Male,45,<=50K
14638,31,State-gov,Some-college,10,Never-married,White,Male,40,<=50K
14639,31,Private,HS-grad,9,Divorced,White,Male,40,<=50K
14640,28,Private,HS-grad,9,Divorced,White,Female,40,<=50K
14641,47,Federal-gov,Bachelors,13,Married-civ-spouse,White,Male,48,>50K
14642,56,Private,Some-college,10,Never-married,White,Female,38,<=50K
14643,30,Private,Bachelors,13,Never-married,White,Female,40,<=50K
14644,42,Local-gov,Masters,14,Married-civ-spouse,White,Male,46,<=50K
14645,33,Private,HS-grad,9,Married-civ-spouse,White,Male,45,<=50K
14646,57,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14647,40,Private,HS-grad,9,Married-civ-spouse,White,Male,50,>50K
14648,41,Private,Bachelors,13,Married-civ-spouse,White,Male,60,>50K
14649,42,Private,HS-grad,9,Widowed,White,Male,40,>50K
14650,49,Private,Some-college,10,Married-civ-spouse,White,Male,60,>50K
14651,24,Private,Bachelors,13,Never-married,White,Female,50,<=50K
14652,30,Private,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Female,40,<=50K
14653,30,?,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Female,40,<=50K
14654,31,Private,Bachelors,13,Never-married,White,Female,40,>50K
14655,25,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
14656,47,Private,1st-4th,2,Married-civ-spouse,White,Male,40,<=50K
14657,58,?,HS-grad,9,Never-married,White,Female,4,<=50K
14658,37,Self-emp-not-inc,Assoc-acdm,12,Married-spouse-absent,White,Male,50,<=50K
14659,25,Private,Some-college,10,Never-married,White,Male,30,<=50K
14660,31,Private,Some-college,10,Divorced,White,Female,30,<=50K
14661,46,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
14662,20,Private,Some-college,10,Never-married,White,Female,35,<=50K
14663,31,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
14664,63,Private,12th,8,Divorced,Black,Female,30,<=50K
14665,19,?,HS-grad,9,Never-married,White,Male,40,<=50K
14666,20,?,Some-college,10,Never-married,White,Male,40,<=50K
14667,54,Private,HS-grad,9,Married-civ-spouse,White,Male,45,<=50K
14668,17,Private,10th,6,Never-married,White,Female,8,<=50K
14669,40,Private,HS-grad,9,Divorced,White,Female,40,<=50K
14670,20,?,Some-college,10,Never-married,White,Female,20,<=50K
14671,27,Private,Bachelors,13,Never-married,White,Female,40,<=50K
14672,41,State-gov,Some-college,10,Married-civ-spouse,White,Male,40,>50K
14673,32,Self-emp-not-inc,Bachelors,13,Divorced,White,Male,50,>50K
14674,35,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
14675,24,?,HS-grad,9,Never-married,White,Female,30,<=50K
14676,42,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14677,65,Private,5th-6th,3,Married-civ-spouse,White,Female,20,<=50K
14678,47,Private,HS-grad,9,Never-married,White,Male,40,<=50K
14679,41,Private,Masters,14,Married-civ-spouse,Asian-Pac-Islander,Male,45,>50K
14680,28,Private,HS-grad,9,Never-married,White,Male,50,<=50K
14681,20,?,Some-college,10,Never-married,White,Female,40,<=50K
14682,22,Private,Some-college,10,Never-married,Black,Male,40,<=50K
14683,23,Private,Some-college,10,Never-married,White,Male,40,<=50K
14684,28,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,45,<=50K
14685,59,Private,HS-grad,9,Widowed,White,Female,40,<=50K
14686,59,Local-gov,10th,6,Married-civ-spouse,White,Female,30,>50K
14687,46,Private,HS-grad,9,Divorced,White,Male,48,>50K
14688,23,Private,HS-grad,9,Married-civ-spouse,White,Male,50,<=50K
14689,47,Local-gov,Masters,14,Never-married,White,Male,40,<=50K
14690,24,Private,Assoc-voc,11,Never-married,White,Female,38,<=50K
14691,37,Federal-gov,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
14692,49,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,60,<=50K
14693,48,Local-gov,Masters,14,Married-civ-spouse,White,Female,10,>50K
14694,57,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Female,35,>50K
14695,24,Self-emp-not-inc,HS-grad,9,Never-married,White,Male,35,<=50K
14696,40,Private,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K
14697,25,Private,HS-grad,9,Never-married,White,Female,40,<=50K
14698,64,Private,HS-grad,9,Widowed,White,Male,22,<=50K
14699,44,Private,Some-college,10,Divorced,White,Male,35,<=50K
14700,45,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
14701,24,Private,12th,8,Married-civ-spouse,White,Male,50,<=50K
14702,42,State-gov,Assoc-acdm,12,Divorced,Black,Female,40,<=50K
14703,27,Private,HS-grad,9,Never-married,White,Male,45,<=50K
14704,54,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,>50K
14705,50,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,55,<=50K
14706,19,?,Some-college,10,Never-married,White,Female,20,<=50K
14707,27,Private,HS-grad,9,Divorced,White,Female,40,<=50K
14708,35,Private,Some-college,10,Divorced,White,Female,40,<=50K
14709,39,Private,Doctorate,16,Married-civ-spouse,White,Male,42,>50K
14710,21,Private,HS-grad,9,Never-married,White,Male,48,<=50K
14711,19,Private,Some-college,10,Never-married,Black,Female,40,<=50K
14712,39,Local-gov,HS-grad,9,Married-civ-spouse,White,Female,30,<=50K
14713,39,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
14714,27,Private,Bachelors,13,Divorced,White,Male,42,<=50K
14715,28,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14716,39,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
14717,62,Private,10th,6,Married-civ-spouse,White,Male,40,<=50K
14718,59,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,White,Male,40,>50K
14719,29,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14720,31,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
14721,38,Private,Some-college,10,Married-civ-spouse,White,Male,50,<=50K
14722,22,?,Some-college,10,Never-married,White,Male,36,<=50K
14723,38,Federal-gov,Assoc-acdm,12,Divorced,White,Female,40,<=50K
14724,48,?,Some-college,10,Divorced,White,Female,16,<=50K
14725,71,Self-emp-not-inc,11th,7,Married-civ-spouse,White,Male,75,>50K
14726,39,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14727,36,?,11th,7,Never-married,Black,Male,24,<=50K
14728,47,Private,HS-grad,9,Married-civ-spouse,White,Male,84,>50K
14729,22,?,Some-college,10,Never-married,White,Male,43,<=50K
14730,41,Private,Masters,14,Divorced,Black,Female,30,<=50K
14731,43,State-gov,HS-grad,9,Never-married,White,Female,40,<=50K
14732,20,Private,12th,8,Never-married,White,Male,40,<=50K
14733,23,Private,HS-grad,9,Separated,White,Male,46,<=50K
14734,35,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K
14735,44,Private,Bachelors,13,Married-spouse-absent,Asian-Pac-Islander,Male,40,<=50K
14736,48,Local-gov,Masters,14,Married-civ-spouse,White,Female,40,>50K
14737,43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
14738,62,?,HS-grad,9,Married-civ-spouse,White,Male,15,<=50K
14739,39,State-gov,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
14740,44,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
14741,81,Private,Bachelors,13,Married-civ-spouse,White,Male,4,>50K
14742,44,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
14743,37,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K
14744,54,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
14745,24,Private,HS-grad,9,Never-married,White,Male,40,<=50K
14746,27,Private,Bachelors,13,Married-civ-spouse,White,Male,30,<=50K
14747,31,Private,HS-grad,9,Married-civ-spouse,White,Female,38,<=50K
14748,20,Private,Some-college,10,Never-married,White,Male,33,<=50K
14749,30,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,50,<=50K
14750,56,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14751,46,Private,Assoc-acdm,12,Married-civ-spouse,White,Female,56,<=50K
14752,34,Private,Some-college,10,Never-married,White,Female,50,<=50K
14753,25,Private,Some-college,10,Never-married,White,Male,30,<=50K
14754,34,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
14755,43,Private,Some-college,10,Divorced,White,Female,46,<=50K
14756,46,Private,Masters,14,Married-civ-spouse,White,Male,45,>50K
14757,32,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,50,>50K
14758,25,?,Some-college,10,Never-married,White,Female,37,>50K
14759,33,?,11th,7,Separated,Black,Female,53,<=50K
14760,31,Private,Some-college,10,Married-civ-spouse,White,Male,34,<=50K
14761,66,Self-emp-inc,10th,6,Married-civ-spouse,White,Male,50,<=50K
14762,26,?,Some-college,10,Never-married,White,Male,40,<=50K
14763,37,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,<=50K
14764,73,Private,HS-grad,9,Married-civ-spouse,White,Male,30,<=50K
14765,30,Private,HS-grad,9,Married-civ-spouse,White,Male,45,<=50K
14766,31,Private,HS-grad,9,Never-married,White,Female,40,<=50K
14767,44,Self-emp-not-inc,Masters,14,Divorced,White,Male,20,<=50K
14768,23,Private,Some-college,10,Never-married,White,Female,40,<=50K
14769,35,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K
14770,48,Federal-gov,10th,6,Never-married,Black,Male,40,<=50K
14771,53,Private,Bachelors,13,Divorced,White,Female,40,<=50K
14772,62,State-gov,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
14773,44,Private,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male,35,<=50K
14774,21,Private,Some-college,10,Never-married,White,Male,40,<=50K
14775,22,Local-gov,Some-college,10,Married-civ-spouse,White,Male,40,>50K
14776,35,State-gov,Masters,14,Never-married,White,Male,45,<=50K
14777,61,Local-gov,Bachelors,13,Divorced,White,Female,40,<=50K
14778,33,Private,HS-grad,9,Married-civ-spouse,White,Male,35,<=50K
14779,29,Private,Assoc-acdm,12,Married-civ-spouse,Black,Female,40,<=50K
14780,78,?,HS-grad,9,Married-civ-spouse,White,Male,16,<=50K
14781,21,Self-emp-not-inc,HS-grad,9,Never-married,White,Female,50,<=50K
14782,23,Private,Some-college,10,Never-married,White,Female,40,<=50K
14783,21,Private,Assoc-acdm,12,Never-married,White,Female,35,<=50K
14784,30,Private,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
14785,76,Private,HS-grad,9,Never-married,White,Female,40,<=50K
14786,51,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
14787,30,Self-emp-not-inc,HS-grad,9,Divorced,White,Male,40,<=50K
14788,36,Local-gov,11th,7,Divorced,Black,Female,30,<=50K
14789,20,Private,11th,7,Never-married,White,Female,40,<=50K
14790,73,Private,Bachelors,13,Divorced,White,Female,40,>50K
14791,38,Private,Bachelors,13,Married-civ-spouse,White,Female,24,<=50K
14792,71,?,HS-grad,9,Married-spouse-absent,Black,Male,40,<=50K
14793,36,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Female,4,<=50K
14794,26,Private,HS-grad,9,Never-married,White,Female,40,<=50K
14795,52,Private,10th,6,Divorced,White,Female,40,<=50K
14796,50,Private,5th-6th,3,Divorced,White,Female,40,<=50K
14797,66,Private,7th-8th,4,Separated,White,Female,40,<=50K
14798,32,Private,Bachelors,13,Never-married,White,Male,40,>50K
14799,42,Federal-gov,Assoc-voc,11,Divorced,White,Male,40,<=50K
14800,56,Self-emp-not-inc,7th-8th,4,Never-married,Black,Female,58,<=50K
14801,59,Local-gov,Some-college,10,Married-civ-spouse,White,Female,24,<=50K
14802,37,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
14803,49,Private,HS-grad,9,Married-civ-spouse,White,Female,40,>50K
14804,60,Private,Bachelors,13,Divorced,White,Female,40,>50K
14805,46,Private,HS-grad,9,Divorced,White,Female,40,<=50K
14806,42,State-gov,HS-grad,9,Married-civ-spouse,White,Male,72,>50K
14807,44,Private,HS-grad,9,Never-married,White,Female,43,<=50K
14808,31,Private,HS-grad,9,Never-married,White,Male,40,<=50K
14809,30,Private,Some-college,10,Divorced,White,Male,58,<=50K
14810,35,Private,Bachelors,13,Separated,White,Male,50,>50K
14811,17,Private,11th,7,Never-married,White,Female,20,<=50K
14812,22,Private,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K
14813,22,Private,Some-college,10,Never-married,Black,Female,37,<=50K
14814,28,Self-emp-not-inc,Assoc-acdm,12,Never-married,White,Male,21,<=50K
14815,35,Private,Some-college,10,Married-civ-spouse,White,Male,50,<=50K
14816,49,?,7th-8th,4,Married-civ-spouse,White,Male,99,>50K
14817,38,Private,HS-grad,9,Never-married,White,Male,48,<=50K
14818,49,Federal-gov,Bachelors,13,Married-civ-spouse,White,Male,45,>50K
14819,42,Private,Bachelors,13,Married-civ-spouse,White,Male,60,>50K
14820,53,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K
14821,59,Private,9th,5,Married-civ-spouse,White,Male,50,<=50K
14822,18,Self-emp-inc,HS-grad,9,Never-married,White,Male,25,<=50K
14823,39,Local-gov,Masters,14,Married-civ-spouse,White,Female,28,>50K
14824,26,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K
14825,24,Private,Some-college,10,Married-spouse-absent,White,Female,40,<=50K
14826,45,Private,Masters,14,Separated,White,Female,36,<=50K
14827,34,Private,Prof-school,15,Married-civ-spouse,White,Male,40,>50K
14828,27,Local-gov,HS-grad,9,Divorced,Amer-Indian-Eskimo,Female,33,<=50K
14829,48,Private,Some-college,10,Married-civ-spouse,White,Female,40,<=50K
14830,20,Private,Some-college,10,Never-married,Asian-Pac-Islander,Male,40,<=50K
14831,49,Self-emp-not-inc,Masters,14,Married-civ-spouse,White,Male,40,>50K
14832,26,Private,HS-grad,9,Divorced,White,Female,40,<=50K
14833,38,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
14834,27,Private,HS-grad,9,Never-married,Black,Female,60,<=50K
14835,21,State-gov,Some-college,10,Never-married,White,Female,35,<=50K
14836,40,Federal-gov,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
14837,47,Private,7th-8th,4,Never-married,Other,Male,48,<=50K
14838,24,Private,HS-grad,9,Never-married,Black,Female,50,<=50K
14839,43,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
14840,44,Private,Some-college,10,Divorced,White,Male,47,<=50K
14841,56,Private,9th,5,Married-civ-spouse,White,Female,28,<=50K
14842,53,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
14843,36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14844,56,Local-gov,12th,8,Divorced,White,Male,40,<=50K
14845,26,Private,Assoc-voc,11,Never-married,White,Female,40,<=50K
14846,31,Private,Assoc-voc,11,Divorced,White,Male,40,<=50K
14847,19,Private,Some-college,10,Never-married,White,Female,7,<=50K
14848,26,Private,HS-grad,9,Never-married,White,Male,40,<=50K
14849,40,Private,Some-college,10,Divorced,White,Male,50,<=50K
14850,21,Private,Some-college,10,Never-married,White,Female,20,<=50K
14851,35,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,>50K
14852,33,Private,9th,5,Married-civ-spouse,White,Male,50,<=50K
14853,59,Private,HS-grad,9,Married-civ-spouse,Black,Female,15,<=50K
14854,49,Local-gov,HS-grad,9,Widowed,White,Female,47,<=50K
14855,54,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
14856,23,Private,Some-college,10,Married-civ-spouse,White,Male,42,<=50K
14857,61,State-gov,Masters,14,Married-civ-spouse,White,Male,30,<=50K
14858,33,Private,HS-grad,9,Never-married,White,Male,43,<=50K
14859,36,State-gov,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
14860,57,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
14861,22,Private,HS-grad,9,Never-married,White,Male,40,<=50K
14862,47,Private,Masters,14,Divorced,White,Female,40,>50K
14863,23,Private,Some-college,10,Never-married,White,Female,20,<=50K
14864,46,Local-gov,HS-grad,9,Widowed,Amer-Indian-Eskimo,Female,33,<=50K
14865,49,Private,Bachelors,13,Divorced,White,Male,45,<=50K
14866,67,?,HS-grad,9,Married-civ-spouse,White,Male,2,>50K
14867,51,Private,12th,8,Never-married,White,Male,40,<=50K
14868,21,Private,Assoc-acdm,12,Never-married,White,Male,40,<=50K
14869,33,Local-gov,HS-grad,9,Never-married,White,Male,46,<=50K
14870,45,Federal-gov,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
14871,27,Local-gov,Bachelors,13,Never-married,White,Female,32,<=50K
14872,27,Local-gov,Assoc-acdm,12,Never-married,White,Male,40,<=50K
14873,34,Private,HS-grad,9,Never-married,White,Male,40,<=50K
14874,56,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14875,24,Private,Some-college,10,Married-civ-spouse,White,Female,40,<=50K
14876,24,Private,Some-college,10,Never-married,White,Female,40,<=50K
14877,59,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,25,<=50K
14878,33,Private,Some-college,10,Divorced,Black,Male,40,<=50K
14879,49,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14880,41,Private,HS-grad,9,Divorced,White,Male,40,<=50K
14881,34,Private,HS-grad,9,Never-married,White,Male,40,<=50K
14882,43,Private,11th,7,Never-married,Black,Male,40,<=50K
14883,18,Private,11th,7,Never-married,White,Female,9,<=50K
14884,31,?,HS-grad,9,Never-married,White,Female,15,<=50K
14885,30,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14886,29,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14887,50,Private,HS-grad,9,Married-civ-spouse,White,Male,48,>50K
14888,24,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
14889,53,Private,11th,7,Married-civ-spouse,White,Male,40,<=50K
14890,52,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14891,42,Federal-gov,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
14892,36,Private,Bachelors,13,Married-civ-spouse,White,Male,55,>50K
14893,34,Self-emp-inc,HS-grad,9,Divorced,Black,Male,50,<=50K
14894,38,Federal-gov,HS-grad,9,Never-married,White,Male,50,<=50K
14895,32,Private,Bachelors,13,Never-married,Asian-Pac-Islander,Male,45,<=50K
14896,31,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,72,<=50K
14897,34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,60,<=50K
14898,49,Private,Bachelors,13,Divorced,White,Female,40,<=50K
14899,54,Self-emp-not-inc,HS-grad,9,Widowed,White,Male,50,<=50K
14900,58,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
14901,28,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14902,36,Private,HS-grad,9,Married-civ-spouse,White,Male,50,<=50K
14903,26,Private,Assoc-acdm,12,Married-civ-spouse,White,Female,50,>50K
14904,33,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14905,51,Private,HS-grad,9,Married-civ-spouse,Black,Female,40,<=50K
14906,53,Local-gov,Assoc-voc,11,Divorced,Amer-Indian-Eskimo,Male,48,<=50K
14907,33,Private,Assoc-voc,11,Never-married,White,Male,40,<=50K
14908,45,Federal-gov,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
14909,27,Private,5th-6th,3,Never-married,White,Female,52,<=50K
14910,35,Private,HS-grad,9,Divorced,White,Male,60,<=50K
14911,47,Private,HS-grad,9,Divorced,White,Female,40,<=50K
14912,17,Private,10th,6,Never-married,White,Male,30,<=50K
14913,55,Self-emp-inc,Assoc-voc,11,Divorced,White,Male,30,<=50K
14914,28,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,35,<=50K
14915,46,Self-emp-not-inc,Masters,14,Divorced,White,Female,45,<=50K
14916,18,Private,11th,7,Never-married,White,Male,6,<=50K
14917,43,Local-gov,HS-grad,9,Separated,White,Female,35,<=50K
14918,60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,8,<=50K
14919,55,Self-emp-not-inc,10th,6,Married-civ-spouse,White,Male,70,>50K
14920,52,Private,HS-grad,9,Divorced,White,Female,36,<=50K
14921,40,Private,Bachelors,13,Married-civ-spouse,White,Male,31,<=50K
14922,52,Private,HS-grad,9,Married-civ-spouse,White,Male,38,<=50K
14923,27,Federal-gov,HS-grad,9,Never-married,White,Female,40,<=50K
14924,44,Private,Masters,14,Never-married,Asian-Pac-Islander,Female,40,<=50K
14925,56,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14926,35,Private,Bachelors,13,Never-married,White,Male,40,<=50K
14927,35,Private,Some-college,10,Divorced,White,Female,40,<=50K
14928,47,Local-gov,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K
14929,42,Local-gov,Assoc-voc,11,Divorced,White,Female,50,<=50K
14930,63,Private,7th-8th,4,Married-civ-spouse,White,Male,45,<=50K
14931,48,State-gov,Assoc-voc,11,Married-civ-spouse,White,Male,15,>50K
14932,19,?,7th-8th,4,Never-married,White,Female,35,<=50K
14933,41,Private,Bachelors,13,Separated,White,Female,40,<=50K
14934,17,Private,11th,7,Never-married,White,Female,10,<=50K
14935,26,State-gov,Some-college,10,Never-married,White,Male,25,<=50K
14936,33,Local-gov,Bachelors,13,Divorced,White,Male,40,<=50K
14937,41,Private,HS-grad,9,Divorced,White,Male,40,<=50K
14938,20,Private,Some-college,10,Never-married,White,Male,25,<=50K
14939,26,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
14940,35,Local-gov,Masters,14,Married-civ-spouse,White,Male,40,<=50K
14941,47,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,50,<=50K
14942,21,?,10th,6,Never-married,White,Female,30,<=50K
14943,64,Private,HS-grad,9,Divorced,White,Female,22,<=50K
14944,32,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14945,47,Private,Assoc-voc,11,Married-civ-spouse,Black,Male,40,<=50K
14946,22,Private,HS-grad,9,Never-married,White,Male,20,<=50K
14947,35,Private,Bachelors,13,Never-married,White,Male,45,<=50K
14948,53,Private,12th,8,Married-civ-spouse,White,Male,40,<=50K
14949,29,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,80,<=50K
14950,23,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14951,45,Private,Some-college,10,Married-civ-spouse,White,Male,50,>50K
14952,20,State-gov,Some-college,10,Never-married,White,Male,15,<=50K
14953,42,Private,Assoc-voc,11,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K
14954,45,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,<=50K
14955,77,Private,5th-6th,3,Married-civ-spouse,White,Male,20,<=50K
14956,32,Private,Prof-school,15,Never-married,White,Female,40,<=50K
14957,21,Private,Some-college,10,Never-married,Black,Female,10,<=50K
14958,32,Private,Prof-school,15,Married-civ-spouse,White,Male,25,>50K
14959,41,Private,HS-grad,9,Married-civ-spouse,White,Male,30,>50K
14960,42,Private,HS-grad,9,Separated,Black,Female,40,<=50K
14961,23,?,HS-grad,9,Married-civ-spouse,White,Female,3,<=50K
14962,26,Local-gov,Bachelors,13,Never-married,White,Female,48,<=50K
14963,66,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
14964,41,Private,HS-grad,9,Never-married,White,Male,30,<=50K
14965,40,Private,Bachelors,13,Never-married,Black,Female,65,<=50K
14966,21,Private,Some-college,10,Never-married,White,Male,40,<=50K
14967,40,Private,HS-grad,9,Separated,Black,Female,40,<=50K
14968,48,Private,HS-grad,9,Divorced,White,Female,44,<=50K
14969,62,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
14970,45,Private,Masters,14,Married-civ-spouse,White,Male,50,>50K
